QALD id,match status,QALD question,QueGG question,comment,QALD SPARQL query,QueGG SPARQL query,TP,FP,FN,Precision,Recall,F-Measure
134,0.844036697247706,¿En qué conflictos militares participó Lawrence de Arabia?,"""¿En qué conflictos militares participar Lance Bass?""",,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { 
        res:T._E._Lawrence dbo:battle ?uri . 
}","select  ?o    

{

    <http://dbpedia.org/resource/Lance_Bass> <http://dbpedia.org/ontology/battle>  ?o .    

}",0,1,10,0,0,0
135,0,¿Que libro tiene el mayor numero de paginas?,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri
WHERE { 
        ?uri rdf:type dbo:Book . 
        ?uri dbo:numberOfPages ?n .
}
ORDER BY DESC(?n)
OFFSET 0 LIMIT 1",,0,1,1,0,0,0
136,0.784313725490196,¿En qué país nace el Nilo?,"""¿En qué actor nacer Nilo?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {       
        res:Nile dbo:sourceCountry ?uri .
}","select  ?s    

{

   ?s <http://dbpedia.org/ontology/birthPlace>  <http://dbpedia.org/resource/Nile> .   ?s <http://dbpedia.org/ontology/occupation>  <http://dbpedia.org/resource/Actor> .    

}",0,1,2,0,0,0
137,0,¿Quién es el conductor de Formula 1 con más carreras?,,,SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/FormulaOneRacer> .  ?uri <http://dbpedia.org/ontology/races> ?x . } ORDER BY DESC(?x) OFFSET 0 LIMIT 1 ,,0,1,1,0,0,0
138,0.828571428571429,¿Qué compañías producen aerodeslizadores?,"""¿Qué producen Aerodeslizador?""",,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Company> . ?uri <http://dbpedia.org/ontology/product> <http://dbpedia.org/resource/Hovercraft> . },"select  ?s    

{

   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Hovercraft> .    

}",3,0,0,1,1,1
139,0.771929824561403,Tuvo hijos Elvis Presley?,"""¿En qué hijo esta Elvis Presley?""",,ASK WHERE { <http://dbpedia.org/resource/Elvis_Presley> <http://dbpedia.org/ontology/child> ?uri . } ,"select  ?o    

{

    <http://dbpedia.org/resource/Elvis_Presley> <http://dbpedia.org/ontology/child>  ?o .    

}",0,1,1,0,0,0
140,0.842105263157895,¿En que ciudad nació el presidente de Montenegro?,"""¿Qué ciudad vivir en Presidente de Montenegro?""",,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/office> <http://dbpedia.org/resource/President_of_Montenegro> . ?x <http://dbpedia.org/ontology/birthPlace> ?uri . ?uri a <http://dbpedia.org/ontology/City> . } ,"select  ?o    

{

    <http://dbpedia.org/resource/President_of_Montenegro> <http://dbpedia.org/ontology/residence>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/City> .    

}",0,1,5,0,0,0
141,0.885245901639344,¿En qué país nació Bill Gates?,"""¿En qué a�os nacido Bill Gates?""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Bill_Gates> <http://dbpedia.org/ontology/birthPlace> ?x . ?x <http://dbpedia.org/ontology/country> ?uri . },"select  ?o    

{

    <http://dbpedia.org/resource/Bill_Gates> <http://dbpedia.org/ontology/birthYear>  ?o .    

}",0,1,1,0,0,0
142,0.776119402985075,¿En qué países se habla japonés?,"""¿En qué pa�s hablar Idioma japonés?""",,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Country> . ?uri <http://dbpedia.org/ontology/language> <http://dbpedia.org/resource/Japanese_language> . } ,"select  ?o    

{

    <http://dbpedia.org/resource/Japanese_language> <http://dbpedia.org/ontology/language>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/Country> .    

}",0,1,5,0,0,0
143,0.735632183908046,Muéstrame el libro escrito por Muhammad Ali.,"""Dame todos persona escrito por Muhammad Ali""",,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri 
WHERE { 
         ?uri rdf:type dbo:Book . 
         ?uri dbo:author res:Muhammad_Ali . 
}","select  ?s    

{

   ?s <http://dbpedia.org/ontology/author>  <http://dbpedia.org/resource/Muhammad_Ali> .    

}",1,0,0,1,1,1
144,0,¿Es Michele Obama la esposa de Barack Obama?,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
	res:Barack_Obama dbo:spouse res:Michelle_Obama .
}",,0,1,1,0,0,0
145,0.705882352941176,¿Cuál es el prefijo de Berlin?,"""¿Cuál es partido de Benjamin Franklin?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?string 
WHERE {
	res:Berlin dbo:areaCode ?string .
}","select  ?o    

{

    <http://dbpedia.org/resource/Benjamin_Franklin> <http://dbpedia.org/ontology/party>  ?o .    

}",0,1,1,0,0,0
146,0.859649122807017,Dame todos los actores que hayan actuado en Last Action Hero.,"""Dame todos actuado qué hayan actuado Last Action Hero""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
        res:Last_Action_Hero dbo:starring ?uri . 
}","select  ?o    

{

    <http://dbpedia.org/resource/Last_Action_Hero> <http://dbpedia.org/ontology/starring>  ?o .    

}",8,1,1,0.8888889,0.8888889,0.8888889
147,0.82051282051282,¿Cuál es el apodo de San Francisco?,"""¿Cuál es apodo de San Francisco California?""",,SELECT DISTINCT ?string WHERE {  <http://dbpedia.org/resource/San_Francisco> <http://dbpedia.org/property/nickname> ?string . } ,"select  ?o    

{

    <http://dbpedia.org/resource/San_Francisco> <http://dbpedia.org/property/nickname>  ?o .    

}",0,1,1,0,0,0
148,0,¿Cuál fue el primer álbum de Queen?,,,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Album> . ?uri <http://dbpedia.org/ontology/artist> <http://dbpedia.org/resource/Queen_(band)> . ?uri <http://dbpedia.org/ontology/releaseDate> ?d . } ORDER BY ASC(?d) OFFSET 0 LIMIT 1,,0,1,1,0,0,0
149,0.704225352112676,¿Por qué países fluye el río Yenisei?,"""¿Por qué masculine fluy� Río Isar?""",,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbp: <http://dbpedia.org/property/>
SELECT DISTINCT ?uri 
WHERE {
        res:Yenisei_River dbp:country ?uri .
}","select  ?o    

{

    <http://dbpedia.org/resource/Isar> <http://dbpedia.org/property/country>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/Country> .    

}",0,1,2,0,0,0
150,0.917647058823529,¿Qué series televisivas ideó Walt Disney?,"""¿En qué series televisivas vive Walt Disney?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
	?uri rdf:type dbo:TelevisionShow .
        ?uri dbo:creator res:Walt_Disney .
}","select  ?o    

{

    <http://dbpedia.org/resource/Walt_Disney> <http://dbpedia.org/ontology/residence>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/City> .    

}",0,1,18,0,0,0
151,0,¿Qué puente tiene el mayor largo del vano?,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
        ?uri rdf:type dbo:Bridge .
        ?uri dbo:mainspan ?s . 
} 
ORDER BY DESC(?s) 
OFFSET 0 LIMIT 1",,0,1,1,0,0,0
152,0.763636363636364,¿De qué país es Sitecore?,"""¿En qué Papas fundar Sitecore?""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Sitecore> <http://dbpedia.org/ontology/foundationPlace> ?uri . },"select  ?o    

{

    <http://dbpedia.org/resource/Sitecore> <http://dbpedia.org/ontology/foundedBy>  ?o .    

}",0,1,1,0,0,0
153,0.933333333333333,¿Con quien se casó Lance Bass?,"""¿Con quien es casa Lance Bass?""",,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/spouse> <http://dbpedia.org/resource/Lance_Bass> . } ,"select  ?s    

{

   ?s <http://dbpedia.org/ontology/spouse>  <http://dbpedia.org/resource/Lance_Bass> .    

}",0,1,1,0,0,0
154,0.947368421052632,¿Cuál es la capital de Canadá?,"""¿Cuál es capital de Canadá?""",,"PREFIX dbo:  <http://dbpedia.org/ontology/>
PREFIX res:  <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
        res:Canada dbo:capital ?uri .
}","select  ?o    

{

    <http://dbpedia.org/resource/Canada> <http://dbpedia.org/ontology/capital>  ?o .    

}",1,0,0,1,1,1
155,0.955223880597015,¿Quién inspiro a Vincent van Gogh?,"""¿Quién inspirar Vincent van Gogh?""",,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/influenced> <http://dbpedia.org/resource/Vincent_van_Gogh> . },"select  ?s    

{

   ?s <http://dbpedia.org/ontology/influenced>  <http://dbpedia.org/resource/Vincent_van_Gogh> .    

}",2,0,0,1,1,1
156,0.835820895522388,¿En qué ciudad murió John F. Kennedy?,"""¿De qué muri� John F. Kennedy?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE { 
        res:John_F._Kennedy dbo:deathPlace ?uri .
        ?uri rdf:type dbo:City .
}","select  ?o    

{

    <http://dbpedia.org/resource/John_F._Kennedy> <http://dbpedia.org/ontology/deathCause>  ?o .    

}",0,1,2,0,0,0
157,0,¿Estuvo el el presidente de los estados unidos Jackson involucrado en una guerra?,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
	res:Andrew_Jackson dbo:battle ?battle .    
}",,0,1,1,0,0,0
158,0,¿Quién escribió el tema del Juego de Tronos?,,,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Game_of_Thrones> <http://dbpedia.org/ontology/composer> ?uri. },,0,1,1,0,0,0
159,0,¿Quién diseñó la Brooklyn Bridge?,,,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri 
WHERE {
        res:Brooklyn_Bridge dbo:architect ?uri .
}",,0,1,1,0,0,0
160,0,¿Cuándo termino Boris Becker su carrera como actor?,,,SELECT DISTINCT ?d WHERE { <http://dbpedia.org/resource/Boris_Becker> <http://dbpedia.org/ontology/activeYearsEndDate> ?d . } ,,0,1,1,0,0,0
161,0.8,¿Que tipo de uva crece en Oregon?,"""¿Qué tipo de uva creci� en Vino de Oregón?""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Oregon_wine> <http://dbpedia.org/ontology/growingGrape> ?uri . } ,"select  ?o    

{

    <http://dbpedia.org/resource/Oregon_wine> <http://dbpedia.org/ontology/growingGrape>  ?o .    

}",34,0,0,1,1,1
162,0.892307692307692,¿Qué altura tiene Michael Jordan?,"""¿Qué mujer tiene Michael Jordan?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num 
WHERE {
        res:Michael_Jordan dbo:height ?num .
}","select  ?o    

{

    <http://dbpedia.org/resource/Michael_Jordan> <http://dbpedia.org/ontology/spouse>  ?o .    

}",0,1,1,0,0,0
163,0,¿A qué partido politico pertenece el alcalde de París?,,,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Paris> <http://dbpedia.org/ontology/mayor> ?x . ?x <http://dbpedia.org/ontology/party> ?uri . },,0,1,1,0,0,0
164,0.863636363636364,¿Quen escribió el libro Los pilares de la Tierra?,"""¿Qué escribir Los pilares de la Tierra?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
        res:The_Pillars_of_the_Earth dbo:author ?uri .
}","select  ?o    

{

    <http://dbpedia.org/resource/The_Pillars_of_the_Earth> <http://dbpedia.org/ontology/author>  ?o .    

}",1,0,0,1,1,1
165,0.715789473684211,¿Quién fue el 16th presidente de los Estados Unidos?,"""¿En qué vicepresidente esta Estados Unidos?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
         ?uri dbo:office 'President of the United States' .
         ?uri dbo:orderInOffice '16th' .
}","select  ?o    

{

    <http://dbpedia.org/resource/United_States> <http://dbpedia.org/ontology/vicePresident>  ?o .    

}",0,1,2,0,0,0
166,0.818181818181818,¿Qué alto es el Monte Everest?,"""¿Qué actores nacer en Monte Everest?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num 
WHERE {
	res:Mount_Everest dbo:elevation ?num.
}","select  ?s    

{

   ?s <http://dbpedia.org/ontology/birthPlace>  <http://dbpedia.org/resource/Mount_Everest> .   ?s <http://dbpedia.org/ontology/occupation>  <http://dbpedia.org/resource/Actor> .    

}",0,1,1,0,0,0
167,0.867256637168142,¿Quien es el supervisor de doctorado de Albert Einstein?,"""¿Cuáles son supervisores de doctorado de Albert Einstein?""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Albert_Einstein> <http://dbpedia.org/ontology/doctoralAdvisor> ?uri . },"select  ?o    

{

    <http://dbpedia.org/resource/Albert_Einstein> <http://dbpedia.org/ontology/doctoralAdvisor>  ?o .    

}",1,0,0,1,1,1
168,0.911392405063291,¿En qué ciudad vive Sylvester Stallone?,"""¿Qué ciudad vivir en Sylvester Stallone?""",,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/City> . <http://dbpedia.org/resource/Sylvester_Stallone> <http://dbpedia.org/ontology/residence> ?uri . },"select  ?o    

{

    <http://dbpedia.org/resource/Sylvester_Stallone> <http://dbpedia.org/ontology/residence>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/City> .    

}",2,0,0,1,1,1
169,0.921052631578947,¿Cuál es la moneda de la república checa?,"""¿Cuál es moneda de República Checa?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
	res:Czech_Republic dbo:currency ?uri .
}","select  ?o    

{

    <http://dbpedia.org/resource/Czech_Republic> <http://dbpedia.org/ontology/currency>  ?o .    

}",1,0,0,1,1,1
170,0.72,¿Tuvo Sócrates influencia sobre Aristóteles?,"""¿Quién influenciar Aristóteles?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
	res:Aristotle dbo:influencedBy res:Socrates .
}","select  ?o    

{

    <http://dbpedia.org/resource/Aristotle> <http://dbpedia.org/ontology/influencedBy>  ?o .    

}",0,1,1,0,0,0
171,0.888888888888889,¿En qué zona horaria se encuentra Salt Lake City?,"""¿En qué zona horaria esta Salt Lake City?""",,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbp: <http://dbpedia.org/property/>
SELECT DISTINCT ?uri 
WHERE {
	res:Salt_Lake_City dbp:timezone ?uri . 
}","select  ?o    

{

    <http://dbpedia.org/resource/Salt_Lake_City> <http://dbpedia.org/property/timezone>  ?o .    

}",1,0,0,1,1,1
172,0,¿Quién es el hijo de Sonny y Cher?,,,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/parent> <http://dbpedia.org/resource/Cher> . ?uri <http://dbpedia.org/ontology/parent> <http://dbpedia.org/resource/Sonny_Bono> . },,0,1,1,0,0,0
173,0,¿En qué ciudad se encuentra la sede de las Naciones Unidas?,,,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Headquarters_of_the_United_Nations> <http://dbpedia.org/ontology/location> ?uri . ?uri a <http://dbpedia.org/ontology/City> . } ,,0,1,1,0,0,0
174,0.831168831168831,¿Quien es el fundador de Penguin Books?,"""¿Cuáles son fundador de Penguin Books?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri
WHERE { 
        res:Penguin_Books dbo:founder ?uri .
}","select  ?o    

{

    <http://dbpedia.org/resource/Penguin_Books> <http://dbpedia.org/ontology/founder>  ?o .    

}",1,0,0,1,1,1
175,0.903225806451613,¿Cúando se fundó Jack Wolfskin?,"""¿Cuándo se fund� Jack Wolfskin?""",,SELECT DISTINCT ?year WHERE {  <http://dbpedia.org/resource/Jack_Wolfskin> <http://dbpedia.org/ontology/foundingYear> ?year . } ,"select  ?o    

{

    <http://dbpedia.org/resource/Jack_Wolfskin> <http://dbpedia.org/ontology/foundingYear>  ?o .    

}",1,0,0,1,1,1
176,0.746268656716418,¿Quién es el alcalde de Rotterdam?,"""¿Cuáles son alcaldes de Róterdam?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
        res:Rotterdam dbo:leaderName ?uri .
}","select  ?o    

{

    <http://dbpedia.org/resource/Rotterdam> <http://dbpedia.org/ontology/leaderName>  ?o .    

}",1,0,0,1,1,1
177,0,Dame todos los oceanógrafos suecos.,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
        ?uri dbo:field res:Oceanography . 
        ?uri dbo:birthPlace res:Sweden .        
}",,0,1,42,0,0,0
178,0,Muéstrame la autobiografía Hemingway.,,,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/author> <http://dbpedia.org/resource/Ernest_Hemingway> . ?uri <http://dbpedia.org/ontology/literaryGenre> <http://dbpedia.org/resource/Autobiography> . },,0,1,21,0,0,0
179,0,¿Quién son los padres de la esposa de Juan Carlos I?,,,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { 
        res:Juan_Carlos_I_of_Spain dbo:spouse ?x . 
        ?x dbo:parent ?uri . 
}",,0,1,2,0,0,0
180,0,¿Obtuvo Tesla el premio nobel de física?,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
        res:Nikola_Tesla dbo:award res:Nobel_Prize_in_Physics .
}",,0,1,1,0,0,0
181,0.904761904761905,Quien es el jugador de baloncesto mas alto?,"""¿Quién es jugador de baloncesto m�s alto?""",,SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/BasketballPlayer> .  ?uri <http://dbpedia.org/ontology/height> ?num . } ORDER BY DESC(?num) OFFSET 0 LIMIT 1 ,"SELECT DISTINCT ?subjOfProp WHERE 

{

 ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/BasketballPlayer> . ?subjOfProp <http://dbpedia.org/ontology/height> ?num . 

} ORDER BY DESC(?num) LIMIT 1",0,1,1,0,0,0
182,0,¿Que ciudad tiene la menor población?,,,SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City> .  ?uri <http://dbpedia.org/ontology/populationTotal> ?pop . } ORDER BY ASC(?pop) OFFSET 0 LIMIT 1 ,,0,1,2,0,0,0
183,0,¿La proinsulina es una proteina?,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
ASK 
WHERE {
	res:Proinsulin rdf:type dbo:Protein .
}",,0,1,1,0,0,0
184,0,¿Quiénes fueron los padres de la reina Victoria?,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
         res:Queen_Victoria dbo:parent ?uri .
}",,0,1,2,0,0,0
185,0.8,¿Tuvo hijos el Che Guevara?,"""¿Cuáles son hijos de Che Guevara?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK
WHERE { 
        res:Che_Guevara dbo:child ?uri . 
}","select  ?o    

{

    <http://dbpedia.org/resource/Che_Guevara> <http://dbpedia.org/ontology/child>  ?o .    

}",0,1,1,0,0,0
186,0,¿Es el lago Baikal mayor que el lago Great Bear?,,,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
ASK
WHERE {  
        res:Lake_Baikal dbo:areaTotal ?a1 . 
        res:Great_Bear_Lake dbo:areaTotal ?a2 .
        FILTER (?a1 > ?a2)
}",,0,1,1,0,0,0
187,0,¿Gano Kaurismäki alguna vez el Gran Prix de Cannes?,,,ASK WHERE { <http://dbpedia.org/resource/Aki_Kaurismäki> <http://dbpedia.org/ontology/award> <http://dbpedia.org/resource/Grand_Prix_(Cannes_Film_Festival)> . },,0,1,1,0,0,0
188,0,Dame todos los libros de Wiliam Goldman con más de 300 páginas.,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
        ?uri rdf:type dbo:Book .
        ?uri dbo:author res:William_Goldman .
        ?uri dbo:numberOfPages ?x .
        FILTER (?x > 300)
}",,0,1,10,0,0,0
189,0.878787878787879,¿Donde se encuentra el Fort Knox?,"""¿Donde están encuentra Fort Knox?""",,SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Fort_Knox> <http://dbpedia.org/property/location> ?uri . },"select  ?o    

{

    <http://dbpedia.org/resource/Fort_Knox> <http://dbpedia.org/property/location>  ?o .    

}",1,0,0,1,1,1
190,0.80952380952381,¿En qué estado american se encuentra Fort Knox?,"""¿En qué feminine encuentra Fort Knox?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbp: <http://dbpedia.org/property/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
	res:Fort_Knox dbp:location ?uri .
        ?uri dbo:country res:United_States .
}","select  ?o    

{

    <http://dbpedia.org/resource/Fort_Knox> <http://dbpedia.org/property/location>  ?o .    

}",1,0,0,1,1,1
191,0.754098360655738,¿Dónde está enterrado Syngman Rhee?,"""¿Dónde naci� Syngman Rhee?""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Syngman_Rhee> <http://dbpedia.org/ontology/restingPlace> ?uri . } ,"select  ?o    

{

    <http://dbpedia.org/resource/Syngman_Rhee> <http://dbpedia.org/ontology/birthPlace>  ?o .    

}",0,4,1,0,0,0
192,0.947368421052632,¿Cuál es la zona horaria en San Pedro de Atacama?,"""¿Cuál es zona horaria de San Pedro de Atacama?""",,SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/San_Pedro_de_Atacama> <http://dbpedia.org/ontology/timeZone> ?uri . } ,"select  ?o    

{

    <http://dbpedia.org/resource/San_Pedro_de_Atacama> <http://dbpedia.org/ontology/timeZone>  ?o .    

}",1,0,0,1,1,1
193,0,¿A qué estilo artístico pertenece el pinto de Los Tres Bailarines?,,,SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/The_Three_Dancers> <http://dbpedia.org/ontology/author> ?person .  ?person <http://dbpedia.org/ontology/movement> ?uri . } ,,0,1,2,0,0,0
194,0,¿Qué científicos son conocidos por el proyecto Manhattan y el premio Nobel de la Paz?,,,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
        ?uri dbo:knownFor res:Manhattan_Project .
        ?uri rdf:type dbo:Scientist .
        ?uri dbo:knownFor res:Nobel_Peace_Prize .
}",,0,1,1,0,0,0
195,0.769230769230769,Muéstrame todos los libros en la serie Fundación de Asimov,"""Muéstrame todos libro en Serie de la Fundación""",,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/series> <http://dbpedia.org/resource/Foundation_series> . } ,"select  ?s    

{

   ?s <http://dbpedia.org/ontology/series>  <http://dbpedia.org/resource/Foundation_series> .    

}",7,4,4,0.6363636,0.6363636,0.6363636
196,0,Dame todas las cuidades en New Jersey que tengan más de 100000 habitantes.,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbp: <http://dbpedia.org/property/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
	?uri rdf:type dbo:City .
        ?uri dbo:isPartOf res:New_Jersey .
        ?uri dbp:populationTotal ?inhabitants .
        FILTER (?inhabitants > 100000) .
}",,0,1,8,0,0,0
197,0,¿Qué museo en Nueva York tiene el mayor numero de visitantes?,,,SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Museum> .  ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/New_York_City> .  ?uri <http://dbpedia.org/ontology/numberOfVisitors> ?num . } ORDER BY DESC(?num) OFFSET 0 LIMIT 1 ,,0,1,1,0,0,0
198,0.704545454545455,¿Cómo de alta el la torre Yokohama Marine?,"""¿Cómo de m�s alta es Torre marina de Yokohama?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num
WHERE {
        res:Yokohama_Marine_Tower dbo:height ?num .
}","select  ?o    

{

    <http://dbpedia.org/resource/Yokohama_Marine_Tower> <http://dbpedia.org/ontology/height>  ?o .    

}",1,0,0,1,1,1
199,0,¿Tiene la nueve serie de Battlestar-Galactica más episodios que la anterior?,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
	<http://dbpedia.org/resource/Battlestar_Galactica_%281978_TV_series%29> dbo:numberOfEpisodes ?x .
	<http://dbpedia.org/resource/Battlestar_Galactica_%282004_TV_series%29> dbo:numberOfEpisodes ?y .
	FILTER (?y > ?x)
}",,0,1,1,0,0,0
