"id","question","sparql","answer"
"253","Who was called Rodzilla?","PREFIX dbp: <http://dbpedia.org/property/> SELECT DISTINCT ?uri WHERE { ?uri dbp:nickname ""Rodzila""@en .}","[]"
"254","Show me the book that Muhammad Ali wrote.","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Book . ?uri dbo:author res:Muhammad_Ali . }","[(http://dbpedia.org/resource/The_Soul_of_a_Butterfly )]"
"255","How many museums does Paris have?","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uriWHERE { ?uri rdf:type dbo:Museum . ?uri dbo:location res:Paris . }","[]"
"256","Which city has the most inhabitants?","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uriWHERE { ?uri rdf:type dbo:City . ?uri dbo:populationTotal ?pop . }ORDER BY DESC(?pop)OFSET 0 LIMIT 1","[]"
"257","Which city has the least inhabitants?","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uriWHERE { ?uri rdf:type dbo:City . ?uri dbo:populationTotal ?pop . }ORDER BY ASC(?pop)OFSET 0 LIMIT 1","[]"
"258","Give me all the TV shows with Neil Patrick Harris.","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uriWHERE { ?uri rdf:type dbo:TelevisionShow . ?uri dbo:starring res:Neil_Patrick_Harris . }","[]"
"259","Who wrote The Hunger Games?","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uriWHERE { res:The_Hunger_Games dbo:author ?uri . }","[]"
"260","Show a list of soccer clubs that play in the Bundesliga.","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uriWHERE { ?uri rdf:type dbo:SoccerClub . ?uri dbo:league res:Bundesliga . }","[]"
"261","What country is Mount Everest in?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uriWHERE { res:Mount_Everest dbo:locatedInArea ?uri . ?uri rdf:type dbo:Country .}","[]"
"262","Who is the founder of Penguin Books?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uriWHERE { res:Penguin_Books dbo:founder ?uri .}","[]"
"263","Which programming languages influenced Javascript?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uriWHERE { ?uri rdf:type dbo:ProgrammingLanguage . ?uri dbo:influenced res:JavaScript . }","[]"
"264","Did Che Guevara have children?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>ASKWHERE { res:Che_Guevara dbo:child ?uri . }","[true]"
"265","List all the musicals with music by Elton John.","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uriWHERE { ?uri rdf:type dbo:Musical . ?uri dbo:musicBy res:Elton_John .}","[]"
"266","Show me all the breweries in Australia.","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri ?xWHERE { ?uri rdf:type dbo:Brewery . { ?uri dbo:location res:Australia . } UNION { ?uri dbo:location ?x . ?x dbo:country res:Australia . } }","[]"
"267","When was the Titanic completed?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?dateWHERE { res:RMS_Titanic dbo:completionDate ?date . }","[]"
"268","How much did Pulp Fiction cost?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?nWHERE { res:Pulp_Fiction dbo:budget ?n . }","[]"
"269","How many airlines are there?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT COUNT(DISTINCT ?uri)WHERE { ?uri rdf:type dbo:Airline . }","[]"
"270","Who played Agent Smith in Matrix?","PREFIX dbp: <http://dbpedia.org/property/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uriWHERE { res:Agent_Smith dbp:portrayer ?uri . }","[]"
"271","How much carbs does peanut butter have?","PREFIX dbp: <http://dbpedia.org/property/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?carbsWHERE { res:Peanut_butter dbp:carbs ?carbs .}","[]"
"272","Which book has the most pages?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uriWHERE { ?uri rdf:type dbo:Book . ?uri dbo:numberOfPages ?n .}ORDER BY DESC(?n)OFSET 0 LIMIT 1","[]"
"273","Which bridges cross the Seine?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uriWHERE { ?uri rdf:type dbo:Bridge . ?uri dbo:crosses res:Seine .}","[]"
"274","Who is the mayor of the capital of French Polynesia?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE { res:French_Polynesia dbo:capital ?x . ?x dbo:mayor ?uri .}","[(http://dbpedia.org/resource/Michel_Buillard )]"
"275","When did Dracula's creator die?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?dateWHERE { res:Count_Dracula dbo:creator ?x . ?x dbo:deathDate ?date .}","[]"
"276","What is the location of the Houses of Parliament?","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT ?uri WHERE { res:Palace_of_Westminster dbo:location ?uri .}","[(http://dbpedia.org/resource/City_of_Westminster ), (http://dbpedia.org/resource/England ), (http://dbpedia.org/resource/Greater_London )]"
"277","Show me all English Gothic buildings in Kent.","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT ?uri WHERE { ?uri rdf:type dbo:Building . ?uri dbo:architecturalStyle res:English_Gothic_architecture . ?uri dbo:location res:Kent .}","[(http://dbpedia.org/resource/Cranbrook_Strict_Baptist_Chapel ), (http://dbpedia.org/resource/All_Saints_Church, (http://dbpedia.org/resource/Church_of_St_Mary, (http://dbpedia.org/resource/Goodnestone_Park ), (http://dbpedia.org/resource/Free_Watermen_and_Lightermen's_Almshouses ), (http://dbpedia.org/resource/HM_Prison_Canterbury ), (http://dbpedia.org/resource/European_Open_(golf) ), (http://dbpedia.org/resource/All_Saints_Church, (http://dbpedia.org/resource/Beaney_House_of_Art_and_Knowledge ), (http://dbpedia.org/resource/Brookland_Halt_railway_station ), (http://dbpedia.org/resource/1982_British_Grand_Prix ), (http://dbpedia.org/resource/Bedgebury_National_Pinetum ), (http://dbpedia.org/resource/Barts_and_the_London_RFC ), (http://dbpedia.org/resource/County_Square ), (http://dbpedia.org/resource/1979_Race_of_Champions ), (http://dbpedia.org/resource/Folkestone_Racecourse ), (http://dbpedia.org/resource/Dover_Castle ), (http://dbpedia.org/resource/Fremlin_Walk ), (http://dbpedia.org/resource/HM_Prison_Rochester ), (http://dbpedia.org/resource/Chilham_Castle ), (http://dbpedia.org/resource/Faversham_Parish_Church ), (http://dbpedia.org/resource/Charities_Aid_Foundation ), (http://dbpedia.org/resource/Gallagher_Group_(UK) ), (http://dbpedia.org/resource/Church_of_St_Thomas_%C3%A0_Becket, (http://dbpedia.org/resource/HM_Prison_Standford_Hill ), (http://dbpedia.org/resource/Direct_Line_Group ), (http://dbpedia.org/resource/Finglesham_Anglo-Saxon_cemetery ), (http://dbpedia.org/resource/1974_Race_of_Champions ), (http://dbpedia.org/resource/Folkestone_Warren_Halt_railway_station ), (http://dbpedia.org/resource/Bedgebury_Forest ), (http://dbpedia.org/resource/HM_Prison_East_Sutton_Park ), (http://dbpedia.org/resource/Canterbury_Heritage_Museum ), (http://dbpedia.org/resource/Cuckoo_Line ), (http://dbpedia.org/resource/Ashford_to_Ramsgate_(via_Canterbury_West)_Line ), (http://dbpedia.org/resource/1984_British_Grand_Prix ), (http://dbpedia.org/resource/Brake_Bros ), (http://dbpedia.org/resource/Faversham_Almshouses ), (http://dbpedia.org/resource/All_Saints_Church, (http://dbpedia.org/resource/1974_British_Grand_Prix ), (http://dbpedia.org/resource/Eynsford_Castle ), (http://dbpedia.org/resource/Allington_Quarry_Waste_Management_Facility ), (http://dbpedia.org/resource/Delphi_Automotive ), (http://dbpedia.org/resource/All_Saints'_Church, (http://dbpedia.org/resource/Dungeness_railway_station_(SER) ), (http://dbpedia.org/resource/Grain_Power_Station ), (http://dbpedia.org/resource/1983_Race_of_Champions ), (http://dbpedia.org/resource/Covington_Cross ), (http://dbpedia.org/resource/Ebbsfleet_International_railway_station ), (http://dbpedia.org/resource/HM_Prison_Swaleside ), (http://dbpedia.org/resource/Buckland_Anglo-Saxon_cemetery ), (http://dbpedia.org/resource/Ashford_Designer_Outlet ), (http://dbpedia.org/resource/All_Saints_Church, (http://dbpedia.org/resource/Cheriton_Halt_railway_station ), (http://dbpedia.org/resource/Dungeness_Lighthouse ), (http://dbpedia.org/resource/2014_Volvo_World_Match_Play_Championship ), (http://dbpedia.org/resource/Hastings_Line ), (http://dbpedia.org/resource/1983_European_Grand_Prix ), (http://dbpedia.org/resource/Build_Africa ), (http://dbpedia.org/resource/Central_Park_Stadium ), (http://dbpedia.org/resource/Coldrum_Long_Barrow ), (http://dbpedia.org/resource/Hartsdown_Park ), (http://dbpedia.org/resource/Dungeness_Nuclear_Power_Station ), (http://dbpedia.org/resource/1971_World_Championship_Victory_Race ), (http://dbpedia.org/resource/1986_British_Grand_Prix ), (http://dbpedia.org/resource/Dover_Immigration_Removal_Centre ), (http://dbpedia.org/resource/Hawkhurst_Branch_Line ), (http://dbpedia.org/resource/1976_British_Grand_Prix ), (http://dbpedia.org/resource/All_Saints_Church, (http://dbpedia.org/resource/Faversham_miniature_railway ), (http://dbpedia.org/resource/HM_Prison_Elmley ), (http://dbpedia.org/resource/1968_British_Grand_Prix ), (http://dbpedia.org/resource/Chatham_Central_railway_station ), (http://dbpedia.org/resource/Church_of_St_Mary_the_Virgin, (http://dbpedia.org/resource/Gravesend_Airport ), (http://dbpedia.org/resource/1985_European_Grand_Prix ), (http://dbpedia.org/resource/Canterbury_Cathedral ), (http://dbpedia.org/resource/Bluewater_(shopping_centre) ), (http://dbpedia.org/resource/Canterbury_city_walls ), (http://dbpedia.org/resource/East_Malling_Research_Station ), (http://dbpedia.org/resource/Cranbrook_(Kent)_railway_station ), (http://dbpedia.org/resource/Elham_railway_station ), (http://dbpedia.org/resource/HM_Prison_Maidstone ), (http://dbpedia.org/resource/AXA_PPP_healthcare ), (http://dbpedia.org/resource/1980_British_Grand_Prix ), (http://dbpedia.org/resource/Greatstone-on-Sea_Halt_railway_station ), (http://dbpedia.org/resource/Fort_Amherst ), (http://dbpedia.org/resource/1975_Race_of_Champions ), (http://dbpedia.org/resource/Canterbury_Castle ), (http://dbpedia.org/resource/Dovetail_Games ), (http://dbpedia.org/resource/1970_British_Grand_Prix ), (http://dbpedia.org/resource/Bewl_Water ), (http://dbpedia.org/resource/1972_World_Championship_Victory_Race ), (http://dbpedia.org/resource/Angel_Ground ), (http://dbpedia.org/resource/Goudhurst_railway_station ), (http://dbpedia.org/resource/HM_Prison_Blantyre_House ), (http://dbpedia.org/resource/Canterbury_and_Whitstable_Railway ), (http://dbpedia.org/resource/Gravesend_West_railway_station ), (http://dbpedia.org/resource/HM_Prison_Cookham_Wood ), (http://dbpedia.org/resource/1978_British_Grand_Prix ), (http://dbpedia.org/resource/Bouverie_Place_Shopping_Centre ), (http://dbpedia.org/resource/S._Lucas ), (http://dbpedia.org/resource/KOS_Media ), (http://dbpedia.org/resource/St_Mary's_Church, (http://dbpedia.org/resource/Horsmonden_railway_station ), (http://dbpedia.org/resource/RAF_Detling ), (http://dbpedia.org/resource/Princes_Park_(Dartford) ), (http://dbpedia.org/resource/St_Ethelbert's_church, (http://dbpedia.org/resource/RAF_Newchurch ), (http://dbpedia.org/resource/Hundred_of_Hoo_Railway ), (http://dbpedia.org/resource/St_Mary's_Church, (http://dbpedia.org/resource/RAF_Brenzett ), (http://dbpedia.org/resource/Maidstone_Museum_&_Art_Gallery ), (http://dbpedia.org/resource/Moneyhelpline ), (http://dbpedia.org/resource/RAF_West_Malling ), (http://dbpedia.org/resource/RAF_Ash ), (http://dbpedia.org/resource/Holy_Cross_Church, (http://dbpedia.org/resource/St_Nicholas'_Church, (http://dbpedia.org/resource/RAF_Ashford ), (http://dbpedia.org/resource/Hotel_du_Vin_(Tunbridge_Wells) ), (http://dbpedia.org/resource/Smeeth_railway_station ), (http://dbpedia.org/resource/RAF_Kingsnorth_(World_War_II) ), (http://dbpedia.org/resource/KMFM_(radio_network) ), (http://dbpedia.org/resource/St_Bartholomew's_Church, (http://dbpedia.org/resource/Markerstudy_Group ), (http://dbpedia.org/resource/Somerhill_House ), (http://dbpedia.org/resource/Redhill_to_Tonbridge_Line ), (http://dbpedia.org/resource/Riverhill_House ), (http://dbpedia.org/resource/Manston_Airport ), (http://dbpedia.org/resource/RAF_New_Romney ), (http://dbpedia.org/resource/Larkfield_Priory_Hotel ), (http://dbpedia.org/resource/Rosherville_Halt_railway_station ), (http://dbpedia.org/resource/Hornby_Railways ), (http://dbpedia.org/resource/Ramsgate_Lifeboat_Station ), (http://dbpedia.org/resource/St_Mary's_Church, (http://dbpedia.org/resource/Marshlink_Line ), (http://dbpedia.org/resource/St_Mary's_Church, (http://dbpedia.org/resource/Ramsgate_Maritime_Museum ), (http://dbpedia.org/resource/Northfleet_Power_Station ), (http://dbpedia.org/resource/Hawkhurst_railway_station ), (http://dbpedia.org/resource/Hothfield_Common ), (http://dbpedia.org/resource/St_John_the_Baptist's_Church, (http://dbpedia.org/resource/New_Romney_and_Littlestone-on-Sea_railway_station ), (http://dbpedia.org/resource/St_Martin_of_Tours_Church, (http://dbpedia.org/resource/Holy_Cross_R.C._Secondary_School ), (http://dbpedia.org/resource/Lydd-on-Sea_Halt_railway_station ), (http://dbpedia.org/resource/St_Mary_Magdalene_Church, (http://dbpedia.org/resource/Sheerness_Line ), (http://dbpedia.org/resource/St_Mary_the_Virgin_Church, (http://dbpedia.org/resource/St._John_the_Evangelist, (http://dbpedia.org/resource/Lydd_Airport ), (http://dbpedia.org/resource/RAF_Staplehurst ), (http://dbpedia.org/resource/Polhill_Anglo-Saxon_cemetery ), (http://dbpedia.org/resource/St_Martin's_Church, (http://dbpedia.org/resource/St_Mary's_Church, (http://dbpedia.org/resource/RAF_Headcorn ), (http://dbpedia.org/resource/St_Mary's_and_All_Saints_Church, (http://dbpedia.org/resource/Missing_(UK_TV_series) ), (http://dbpedia.org/resource/Kent_County_Football_Association ), (http://dbpedia.org/resource/Kingsnorth_power_station ), (http://dbpedia.org/resource/St_Mary's_Church, (http://dbpedia.org/resource/Newnham_Castle ), (http://dbpedia.org/resource/St_John's_Jerusalem ), (http://dbpedia.org/resource/Sport_Relief's_Top_Dog ), (http://dbpedia.org/resource/RAF_Eastchurch ), (http://dbpedia.org/resource/Quest_International ), (http://dbpedia.org/resource/Ingress_Abbey ), (http://dbpedia.org/resource/Northfleet_Basketball_Academy ), (http://dbpedia.org/resource/Maidstone_Line ), (http://dbpedia.org/resource/South_East_Water ), (http://dbpedia.org/resource/London_Array ), (http://dbpedia.org/resource/Mill_Hill_Anglo-Saxon_cemetery ), (http://dbpedia.org/resource/Ramsgate_Town_railway_station ), (http://dbpedia.org/resource/St_Michael_and_All_Angels_Church, (http://dbpedia.org/resource/Oxted_Line ), (http://dbpedia.org/resource/Kent_Museum_of_Freemasonry ), (http://dbpedia.org/resource/St_Mary's_Church, (http://dbpedia.org/resource/Margate_Lifeboat_Station ), (http://dbpedia.org/resource/Romney, (http://dbpedia.org/resource/KM_Group ), (http://dbpedia.org/resource/Rochester_Common_railway_station ), (http://dbpedia.org/resource/St_James'_Church, (http://dbpedia.org/resource/St_Lawrence's_Church, (http://dbpedia.org/resource/Ramsgate_Harbour_railway_station ), (http://dbpedia.org/resource/St_Mary's_Church, (http://dbpedia.org/resource/International_Pro_Wrestling:_United_Kingdom ), (http://dbpedia.org/resource/St_Mary's_Church, (http://dbpedia.org/resource/RAF_High_Halden ), (http://dbpedia.org/resource/St_Benedict's_Church, (http://dbpedia.org/resource/Pentagon_Shopping_Centre ), (http://dbpedia.org/resource/Roman_Museum ), (http://dbpedia.org/resource/Kent_Coast_Line ), (http://dbpedia.org/resource/St._Mary's_Church, (http://dbpedia.org/resource/Longfield_Halt_railway_station ), (http://dbpedia.org/resource/Southfleet_railway_station ), (http://dbpedia.org/resource/Medway_Valley_Line ), (http://dbpedia.org/resource/RAF_Swingfield ), (http://dbpedia.org/resource/Littlebrook_Power_Station ), (http://dbpedia.org/resource/Rothmans_50, (http://dbpedia.org/resource/St_Clement's_Church, (http://dbpedia.org/resource/Lydd_Town_railway_station ), (http://dbpedia.org/resource/Westgate, (http://dbpedia.org/resource/Stoneacre ), (http://dbpedia.org/resource/St_Peter's_and_St_Paul's_Church, (http://dbpedia.org/resource/Thanet_Wind_Farm ), (http://dbpedia.org/resource/Teapot_Island ), (http://dbpedia.org/resource/Tunbridge_Wells_Forum ), (http://dbpedia.org/resource/Tonbridge_Castle ), (http://dbpedia.org/resource/Whitefriars_Shopping_Centre ), (http://dbpedia.org/resource/St_Nicholas's_Church, (http://dbpedia.org/resource/White_Horse_at_Ebbsfleet ), (http://dbpedia.org/resource/Thomas_Cook's_Rugby_Club ), (http://dbpedia.org/resource/St_Peter's_Church, (http://dbpedia.org/resource/True_Love_(TV_series) ), (http://dbpedia.org/resource/St_Nicholas's_Church, (http://dbpedia.org/resource/Veolia_Water_Southeast ), (http://dbpedia.org/resource/St_Peter's_Church, (http://dbpedia.org/resource/Walmer_Lifeboat_Station ), (http://dbpedia.org/resource/St_Peter's_and_St_Paul's_Church, (http://dbpedia.org/resource/Whitstable_Museum_and_Gallery ), (http://dbpedia.org/resource/The_Family_(2008_UK_TV_series) ), (http://dbpedia.org/resource/Street_Wars_(TV_series) ), (http://dbpedia.org/resource/United_House ), (http://dbpedia.org/resource/The_Mall_Maidstone ), (http://dbpedia.org/resource/Ashford_United_F.C.__The_Homelands__1 ), (http://dbpedia.org/resource/Hempstead, (http://dbpedia.org/resource/The_Children's_Mutual ), (http://dbpedia.org/resource/Volvo_World_Match_Play_Championship ), (http://dbpedia.org/resource/Tovil_railway_station ), (http://dbpedia.org/resource/Sittingbourne_F.C.__The_TClarke_Stadium, (http://dbpedia.org/resource/Turner_Contemporary ), (http://dbpedia.org/resource/St_Peter's_and_St_Paul's_Church, (http://dbpedia.org/resource/Stonebridge_Road )]"
"278","Who was the pope that founded the Vatican Television?","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT ?uri WHERE { ?uri rdf:type dbo:Pope . res:Vatican_Television_Center dbo:foundedBy ?uri .}","[(http://dbpedia.org/resource/Pope_John_Paul_II )]"
"279","What airlines are part of the SkyTeam alliance?","PREFIX res: <http://dbpedia.org/resource/>PREFIX dbp: <http://dbpedia.org/property/> PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Airline . { ?uri dbp:aliance res:SkyTeam . } UNION { ?uri dbo:Alliance res:SkyTeam . }","[]"
"280","What is the total population of Melbourne, Florida?","PREFIX dbo: <http://dbpedia.org/ontology/> SELECT ?uri WHERE { <http://dbpedia.org/resource/Melbourne,_Florida> dbo:populationTotal ?uri .}","[(""76068""^^xsd:nonNegativeInteger )]"
"281","Which airports does Air China serve?","PREFIX res: <http://dbpedia.org/resource/>PREFIX dbo: <http://dbpedia.org/ontology/> SELECT DISTINCT ?uri WHERE { res:Air_China dbo:targetAirport ?uri .}","[(http://dbpedia.org/resource/Chongqing_Jiangbei_International_Airport ), (http://dbpedia.org/resource/Guangzhou_Baiyun_International_Airport ), (http://dbpedia.org/resource/Guiyang_Longdongbao_International_Airport ), (http://dbpedia.org/resource/Hangzhou_Xiaoshan_International_Airport ), (http://dbpedia.org/resource/Hohhot_Baita_International_Airport ), (http://dbpedia.org/resource/Lhasa_Gonggar_Airport ), (http://dbpedia.org/resource/Tianjin_Binhai_International_Airport ), (http://dbpedia.org/resource/Wuhan_Tianhe_International_Airport )]"
"282","In which year was Rachel Stevens born?","PREFIX res: <http://dbpedia.org/resource/>PREFIX dbo: <http://dbpedia.org/ontology/> SELECT DISTINCT ?uri WHERE { res:Rachel_Stevens dbo:birthYear ?uri .}","[(""1978""^^xsd:gYear )]"
"283","Where was JFK assassinated?","PREFIX res: <http://dbpedia.org/resource/>PREFIX dbo: <http://dbpedia.org/ontology/> SELECT DISTINCT ?uri WHERE { res:John_F._Kennedy dbo:deathPlace ?uri .}","[(http://dbpedia.org/resource/Dallas ), (http://dbpedia.org/resource/Texas )]"
"284","How many politicians graduated from Columbia University?","PREFIX res: <http://dbpedia.org/resource/>PREFIX dbo: <http://dbpedia.org/ontology/> SELECT DISTINCT COUNT(?uri) WHERE { ?uri dbo:profession res:Politician . ?uri dbo:almaMater res:Columbia_University .}","[]"
"285","Which scientist is known for the Manhattan Project and the Nobel Peace Prize?","PREFIX res: <http://dbpedia.org/resource/>PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uriWHERE { ?uri dbo:knownFor res:Manhattan_Project . ?uri rdf:type dbo:Scientist . ?uri dbo:knownFor res:Nobel_Peace_Prize .}","[]"
"286","What is the highest volcano in Africa?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>PREFIX yago: <http://dbpedia.org/clas/yago/> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Volcano . ?uri dbo:locatedInArea ?area . ?area rdf:type yago:AfricanCountries . ?uri dbo:elevation ?elevation .}ORDER BY DESC(?elevation) OFSET 0 LIMIT 1","[]"
"287","Which beer originated in Ireland?","PREFIX res: <http://dbpedia.org/resource/>PREFIX dbp: <http://dbpedia.org/property/> SELECT DISTINCT ?uri WHERE { ?uri dbp:type res:Ber . ?uri dbp:origin ""Ireland""@en .}","[]"
"288","What are the specialities of the UNC Health Care?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uriWHERE { res:UNC_Health_Care dbp:speciality ?uri .}","[]"
"289","Who is the owner of Facebook?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uriWHERE { res:Facebook dbo:foundedBy ?uri .}","[]"
"290","From which region is the Melon de Bourgogne?","PREFIX res: <http://dbpedia.org/resource/>PREFIX dbo: <http://dbpedia.org/ontology/> SELECT DISTINCT ?uriWHERE { res:Melon_de_Bourgogne dbo:wineRegion ?uri .}","[]"
"291","Who was influenced by Socrates?","PREFIX res: <http://dbpedia.org/resource/>PREFIX dbo: <http://dbpedia.org/ontology/> SELECT DISTINCT ?uriWHERE { ?uri dbo:influencedBy res:Socrates .}","[]"
"292","Who was president of Pakistan in 1978?","PREFIX res: <http://dbpedia.org/resource/>PREFIX dbp: <http://dbpedia.org/property/> SELECT DISTINCT ?uri WHERE { ?uri dbp:title res:President_of_Pakistan . ?uri dbp:years 1978 .}","[(http://dbpedia.org/resource/Yahya_Khan ), (http://dbpedia.org/resource/Asif_Ali_Zardari ), (http://dbpedia.org/resource/Farooq_Leghari ), (http://dbpedia.org/resource/Fazal_Ilahi_Chaudhry ), (http://dbpedia.org/resource/Pakistani_presidential_election, (http://dbpedia.org/resource/Mamnoon_Hussain ), (http://dbpedia.org/resource/Wasim_Sajjad ), (http://dbpedia.org/resource/Muhammad_Rafiq_Tarar ), (http://dbpedia.org/resource/Pervez_Musharraf ), (http://dbpedia.org/resource/Iskander_Mirza ), (http://dbpedia.org/resource/Muhammad_Mian_Soomro ), (http://dbpedia.org/resource/Zulfikar_Ali_Bhutto ), (http://dbpedia.org/resource/Muhammad_Zia-ul-Haq ), (http://dbpedia.org/resource/Ghulam_Ishaq_Khan ), (http://dbpedia.org/resource/Ayub_Khan_(President_of_Pakistan) )]"
"293","Give me English actors starring in Lovesick.","PREFIX res: <http://dbpedia.org/resource/>PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX yago: <http://dbpedia.org/clas/yago/> SELECT DISTINCT ?uriWHERE { res:Lovesick dbo:starring ?uri . { ?uri dbo:birthPlace res:England . } UNION { ?uri rdf:type yago:EnglishFilmActors . }","[]"
"294","Give me all types of eating disorders.","PREFIX yago: <http://dbpedia.org/clas/yago/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uriWHERE { ?uri rdf:type yago:EatingDisorders .}","[]"
"295","Who was married to president Chirac?","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uriWHERE { res:Jacques_Chirac dbo:spouse ?uri .}","[]"
"296","What is the largest metropolitan area in Washington state?","PREFIX res: <http://dbpedia.org/resource/>PREFIX dbp: <http://dbpedia.org/property/> SELECT DISTINCT ?uriWHERE { <http://dbpedia.org/resource/Washington_(state)> dbp:largestmetro ?uri .}","[]"
"297","Where in France is sparkling wine produced?","PREFIX res: <http://dbpedia.org/resource/>PREFIX dbo: <http://dbpedia.org/ontology/> SELECT DISTINCT ?uriWHERE { ?uri dbo:wineProduced res:Sparkling_wine . ?uri dbo:location res:France .}","[]"
"298","Where did Hillel Slovak die?","PREFIX res: <http://dbpedia.org/resource/>PREFIX dbo: <http://dbpedia.org/ontology/> SELECT DISTINCT ?uriWHERE { res:Hillel_Slovak dbo:deathPlace ?uri .}","[]"
