id,score,qald question,quegg question,qald sparql,quegg sparql,qald answer,quegg answer
74,0.853658536585366,Wer ist der Herausgeber von Forbes?,"""wer ist der Herausgeber von Forbes Zeitschrift?""","PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri 
WHERE {
        res:Forbes dbo:editor ?uri .
}","select  ?o    
{
    <http://dbpedia.org/resource/Forbes> <http://dbpedia.org/ontology/editor>  ?o .    
}",[[(http://dbpedia.org/resource/Steve_Forbes )]],[(http://dbpedia.org/resource/Steve_Forbes )]
75,0.791208791208791,Wieviele Menschen leben in der Hauptstadt Australiens?,"""Wieviel  Menschen leben in Australien""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num 
WHERE {
        res:Australia dbo:capital ?x .
        ?x dbo:populationTotal ?num .
}","select  ?o    
{
    <http://dbpedia.org/resource/Australia> <http://dbpedia.org/ontology/populationTotal>  ?o .    
}","[[(""381488""^^xsd:nonNegativeInteger )]]","[(""23423930""^^xsd:nonNegativeInteger )]"
76,0.923076923076923,Welche Profisurfer wurden in Australien geboren?,"""welcher Surfer wurde in Australien geboren?""","PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { 
        ?uri dbo:occupation res:Surfing .  
        ?uri dbo:birthPlace res:Australia . 
}","select  ?s    
{
   ?s <http://dbpedia.org/ontology/birthPlace>  <http://dbpedia.org/resource/Australia> .   ?s <http://dbpedia.org/ontology/occupation>  <http://dbpedia.org/resource/Surfing> .    
}","[[(http://dbpedia.org/resource/Kevin_Volchok ), (http://dbpedia.org/resource/Mark_Morgan_(composer) ), (http://dbpedia.org/resource/Midget_Farrelly ), (http://dbpedia.org/resource/Doc_Paskowitz ), (http://dbpedia.org/resource/Marcus_Adoro ), (http://dbpedia.org/resource/Peggy_Oki ), (http://dbpedia.org/resource/Cheyne_Magnusson ), (http://dbpedia.org/resource/Johnny_Harper ), (http://dbpedia.org/resource/Simon_Anderson ), (http://dbpedia.org/resource/James_Lovett ), (http://dbpedia.org/resource/Koby_Abberton ), (http://dbpedia.org/resource/Daize_Shayne ), (http://dbpedia.org/resource/Ian_Cairns ), (http://dbpedia.org/resource/Kit_Horn )]]","[(http://dbpedia.org/resource/Kevin_Volchok ), (http://dbpedia.org/resource/Mark_Morgan_(composer) ), (http://dbpedia.org/resource/Midget_Farrelly ), (http://dbpedia.org/resource/Doc_Paskowitz ), (http://dbpedia.org/resource/Marcus_Adoro ), (http://dbpedia.org/resource/Peggy_Oki ), (http://dbpedia.org/resource/Cheyne_Magnusson ), (http://dbpedia.org/resource/Johnny_Harper ), (http://dbpedia.org/resource/Simon_Anderson ), (http://dbpedia.org/resource/James_Lovett ), (http://dbpedia.org/resource/Koby_Abberton ), (http://dbpedia.org/resource/Daize_Shayne ), (http://dbpedia.org/resource/Ian_Cairns ), (http://dbpedia.org/resource/Kit_Horn )]"
77,0,Welche Elektronikunternehmen wurden in Peking gegründet?,,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Company> . ?uri <http://dbpedia.org/ontology/industry> <http://dbpedia.org/resource/Electronics> . ?uri <http://dbpedia.org/ontology/foundationPlace> <http://dbpedia.org/resource/Beijing> . },,"[[(http://dbpedia.org/resource/Greatview ), (http://dbpedia.org/resource/Sinosteel ), (http://dbpedia.org/resource/SuperMap ), (http://dbpedia.org/resource/Beijing_Mass_Transit_Railway_Operation_Corporation_Limited ), (http://dbpedia.org/resource/China_Central_Huijin ), (http://dbpedia.org/resource/China_National_Aero-Technology_Import_&_Export_Corporation ), (http://dbpedia.org/resource/Aluminum_Corporation_of_China_Limited ), (http://dbpedia.org/resource/CITS_Group_Corporation ), (http://dbpedia.org/resource/Aviation_Industry_Corporation_of_China ), (http://dbpedia.org/resource/Lenovo ), (http://dbpedia.org/resource/Foton_Motor ), (http://dbpedia.org/resource/China_Construction_Bank ), (http://dbpedia.org/resource/Datang_Telecom ), (http://dbpedia.org/resource/Industrial_and_Commercial_Bank_of_China ), (http://dbpedia.org/resource/Alpine_Data_Labs ), (http://dbpedia.org/resource/Xiaomi ), (http://dbpedia.org/resource/Bank_of_China ), (http://dbpedia.org/resource/China_National_Salt_Industry_Corporation ), (http://dbpedia.org/resource/China_Medical_Technologies ), (http://dbpedia.org/resource/Sinovel ), (http://dbpedia.org/resource/China_Petrochemical_Corporation ), (http://dbpedia.org/resource/BeijingWest_Industries ), (http://dbpedia.org/resource/BAW ), (http://dbpedia.org/resource/Qihoo ), (http://dbpedia.org/resource/Sanyuan_Group ), (http://dbpedia.org/resource/Safedom ), (http://dbpedia.org/resource/AcrossChina ), (http://dbpedia.org/resource/Sinopec )]]",[]
78,0.99009900990099,Gib mir alle Videospiele von Mean Hamster Software.,"""Gib mir alle Videospiele von Mean Hamster Software""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
      ?uri rdf:type dbo:VideoGame .
      ?uri dbo:publisher res:Mean_Hamster_Software . 
}","select  ?s    
{
   ?s <http://dbpedia.org/ontology/publisher>  <http://dbpedia.org/resource/Mean_Hamster_Software> .    
}","[[(http://dbpedia.org/resource/Crossbow_(video_game) ), (http://dbpedia.org/resource/Riven )]]","[(http://dbpedia.org/resource/Crossbow_(video_game) ), (http://dbpedia.org/resource/Riven )]"
79,0,Wieviele Aldi-Filialen gibt es?,,SELECT DISTINCT ?number WHERE {  <http://dbpedia.org/resource/Aldi> <http://dbpedia.org/ontology/numberOfLocations> ?number . } ,,"[[(""9235""^^xsd:nonNegativeInteger )]]",[]
80,1,Was ist die Hauptstadt von Kamerun?,"""was ist die Hauptstadt von Kamerun?""",SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Cameroon> <http://dbpedia.org/ontology/capital> ?uri. } ,"select  ?o    
{
    <http://dbpedia.org/resource/Cameroon> <http://dbpedia.org/ontology/capital>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/City> .    
}",[[(http://dbpedia.org/resource/Yaound%C3%A9 )]],[(http://dbpedia.org/resource/Yaound%C3%A9 )]
81,0,"Gibt es ein Videospiel, das Battle Chess heißt?",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
ASK 
WHERE {
	?uri rdf:type dbo:VideoGame .
        ?uri rdfs:label 'Battle Chess'@en .
}",,[[(true)]],[]
82,0,Hieß die Frau von Präsident Lincoln Mary?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
ASK 
WHERE {
        res:Abraham_Lincoln dbo:spouse ?spouse .
        ?spouse rdfs:label ?name .
        FILTER(regex(?name,'Mary')) 
}",,[[(true)]],[]
83,0,"Gib mir alle Filme, bei denen Francis Ford Coppola Regie geführt hat.",,SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> .  ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Francis_Ford_Coppola> . } ,,"[[(http://dbpedia.org/resource/The_Rain_People ), (http://dbpedia.org/resource/Youth_Without_Youth_(film) ), (http://dbpedia.org/resource/Apocalypse_Now_Redux ), (http://dbpedia.org/resource/The_Godfather_Part_III ), (http://dbpedia.org/resource/Tonight_for_Sure ), (http://dbpedia.org/resource/The_Cotton_Club_(film) ), (http://dbpedia.org/resource/One_from_the_Heart ), (http://dbpedia.org/resource/Tetro ), (http://dbpedia.org/resource/The_Bellboy_and_the_Playgirls ), (http://dbpedia.org/resource/Peggy_Sue_Got_Married ), (http://dbpedia.org/resource/The_Rainmaker_(1997_film) ), (http://dbpedia.org/resource/Jack_(1996_film) ), (http://dbpedia.org/resource/Dementia_13 ), (http://dbpedia.org/resource/The_Godfather ), (http://dbpedia.org/resource/The_Godfather_Saga ), (http://dbpedia.org/resource/You're_a_Big_Boy_Now ), (http://dbpedia.org/resource/Apocalypse_Now ), (http://dbpedia.org/resource/Hammett_(film) ), (http://dbpedia.org/resource/The_Conversation ), (http://dbpedia.org/resource/The_Godfather_Part_II ), (http://dbpedia.org/resource/Battle_Beyond_the_Sun ), (http://dbpedia.org/resource/Tucker:_The_Man_and_His_Dream ), (http://dbpedia.org/resource/The_Terror_(1963_film) ), (http://dbpedia.org/resource/Rumble_Fish ), (http://dbpedia.org/resource/The_Godfather_(film_series) ), (http://dbpedia.org/resource/Twixt_(film) ), (http://dbpedia.org/resource/Gardens_of_Stone ), (http://dbpedia.org/resource/Bram_Stoker's_Dracula ), (http://dbpedia.org/resource/The_Outsiders_(film) ), (http://dbpedia.org/resource/New_York_Stories )]]",[]
84,0,Welcher von Tim Burtons Filmen hatte das höchste Budget?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE { 
        ?uri dbo:director res:Tim_Burton .
        ?uri dbo:budget ?b .
}
ORDER BY ?b
OFFSET 0 LIMIT 1",,[[(http://dbpedia.org/resource/Big_Eyes)]],[]
85,0,Hat Breaking Bad mehr Episoden als Game of Thrones?,,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
ASK 
WHERE { 
        res:Breaking_Bad dbo:numberOfEpisodes ?x . 
        res:Game_of_Thrones dbo:numberOfEpisodes ?y . 
        FILTER (?y > ?x) 
}",,[[(false)]],[]
86,0,Wer wurde Rodzilla genannt?,,"PREFIX dbp: <http://dbpedia.org/property/> 
SELECT DISTINCT ?uri 
WHERE { 
         ?uri dbp:nickname ""Rodzilla""@en .
}",,[[(http://dbpedia.org/resource/Rodney_Blake )]],[]
87,0.715789473684211,Wurde Natalie Portman in den Vereinigten Staaten geboren?,"""was ist in Vereinigte Staaten geboren?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE { 
	res:Natalie_Portman dbo:birthPlace ?city .
      	?city dbo:country res:United_States .
}","select  ?s    
{
   ?s <http://dbpedia.org/ontology/birthPlace>  <http://dbpedia.org/resource/United_States> .   ?s <http://dbpedia.org/ontology/occupation>  <http://dbpedia.org/resource/Surfing> .    
}",[[(false)]],[]
88,0.985915492957746,Gib mir die Enkel von Elvis Presley.,"""Gib mir die Enkel von Elvis Presley""",SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Elvis_Presley> <http://dbpedia.org/ontology/child> ?child . ?child <http://dbpedia.org/ontology/child> ?uri . },"select  ?o    
{
    <http://dbpedia.org/resource/Elvis_Presley> <http://dbpedia.org/ontology/parent>  ?o .    
}",[[(http://dbpedia.org/resource/Riley_Keough)]],[]
89,0,"Bei welchen Filmen, in denen Mickey Rourke mitspielt, hat Guy Ritchie Regie geführt?",,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> . ?uri <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Mickey_Rourke> . ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Guy_Ritchie> . } ,,"[[(http://dbpedia.org/resource/Lock, (http://dbpedia.org/resource/Revolver_(2005_film) ), (http://dbpedia.org/resource/Snatch_(film) ), (http://dbpedia.org/resource/Sherlock_Holmes_(2009_film) ), (http://dbpedia.org/resource/Sherlock_Holmes:_A_Game_of_Shadows ), (http://dbpedia.org/resource/The_Man_from_U.N.C.L.E._(film) ), (http://dbpedia.org/resource/RocknRolla ), (http://dbpedia.org/resource/Swept_Away_(2002_film) ), (http://dbpedia.org/resource/The_Hire )]]",[]
90,0.821917808219178,Wann ist Draculas Schöpfer gestorben?,"""Wann ist Claudia Schiffer gestorben?""",SELECT DISTINCT ?date WHERE {  <http://dbpedia.org/resource/Count_Dracula> <http://dbpedia.org/ontology/creator> ?x .  ?x <http://dbpedia.org/ontology/deathDate> ?date . } ,"select  ?o    
{
    <http://dbpedia.org/resource/Claudia_Schiffer> <http://dbpedia.org/ontology/deathDate>  ?o .    
}","[[(""1912-04-20""^^xsd:date )]]",[]
91,0,Aus welchem Land kommt der Erfinder von Nijntje?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	res:Miffy dbo:creator ?x .
	?x dbo:nationality ?uri .
}",,[[(http://dbpedia.org/resource/Netherlands )]],[]
92,0.984126984126984,Was ist Batmans richtiger Name?,"""was ist Batman s richtiger Name?""",SELECT DISTINCT ?s WHERE { <http://dbpedia.org/resource/Batman> <http://dbpedia.org/property/alterEgo> ?s . },"select  ?o    
{
    <http://dbpedia.org/resource/Batman> <http://dbpedia.org/property/alterEgo>  ?o .    
}","[[(""Bruce Wayne""@en )]]","[(""Bruce Wayne""@en )]"
93,0.805970149253731,Welche Regierungsform hat Russland?,"""die Regierungsform von Russland?""",SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Russia> <http://dbpedia.org/ontology/governmentType> ?uri . } ,"select  ?o    
{
    <http://dbpedia.org/resource/Russia> <http://dbpedia.org/ontology/governmentType>  ?o .    
}",[[(http://dbpedia.org/resource/Federalism )]],[(http://dbpedia.org/resource/Federalism )]
94,0,Wieviele Firmen hat der Gründer von Facebook gegründet?,,SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  <http://dbpedia.org/resource/Facebook> <http://dbpedia.org/ontology/foundedBy> ?uri .  ?uri <http://dbpedia.org/ontology/foundedBy> ?uri . } ,,[[(1 )]],[]
95,0,Gib mir alle kanadischen Grunge-Plattenfirmen.,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
	?uri rdf:type dbo:RecordLabel .
        ?uri dbo:genre res:Grunge .
        ?uri dbo:country res:Canada .
}",,[[(http://dbpedia.org/resource/Murderecords]],[]
96,0.780487804878049,Wieviele Kinder hatte Benjamin Franklin?,"""welche Person heiratete Benjamin Franklin?""",SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  <http://dbpedia.org/resource/Benjamin_Franklin> <http://dbpedia.org/ontology/child> ?uri . } ,"select  ?o    
{
    <http://dbpedia.org/resource/Benjamin_Franklin> <http://dbpedia.org/ontology/spouse>  ?o .    
}",[[(3 )]],[(http://dbpedia.org/resource/Deborah_Read )]
97,0.988235294117647,Liste die Kinder von Margaret Thatcher auf.,"""Liste die Kinder von Margaret Thatcher auf""","PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri 
WHERE {
	res:Margaret_Thatcher dbo:child ?uri .
}","select  ?o    
{
    <http://dbpedia.org/resource/Margaret_Thatcher> <http://dbpedia.org/ontology/child>  ?o .    
}","[[(http://dbpedia.org/resource/Carol_Thatcher ), (http://dbpedia.org/resource/Mark_Thatcher )]]","[(http://dbpedia.org/resource/Carol_Thatcher ), (http://dbpedia.org/resource/Mark_Thatcher )]"
98,0.795698924731183,Aus welcher Region ist der Melon de Bourgogne?,"""welche weinregion w�chst in Melon de Bourgogne?""","PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?uri
WHERE {
        res:Melon_de_Bourgogne dbo:wineRegion ?uri .
}","select  ?s    
{
   ?s <http://dbpedia.org/ontology/growingGrape>  <http://dbpedia.org/resource/Melon_de_Bourgogne> .    
}","[[(http://dbpedia.org/resource/Loire_Valley_(wine) ), (http://dbpedia.org/resource/Oregon ), (http://dbpedia.org/resource/Southern_Ontario ), (http://dbpedia.org/resource/Washington_(state) )]]","[(http://dbpedia.org/resource/Ohio_River_Valley_AVA ), (http://dbpedia.org/resource/Loire_Valley_(wine) ), (http://dbpedia.org/resource/Beaujolais )]"
99,0.868421052631579,Wer ist das älteste Kind von Meryl Streep?,"""wer ist die Kind von Meryl Streep?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE { 
        res:Meryl_Streep dbo:child ?uri . 
        ?uri dbo:birthDate ?d .
}
ORDER BY ASC(?d)
OFFSET 0 LIMIT 1","select  ?o    
{
    <http://dbpedia.org/resource/Meryl_Streep> <http://dbpedia.org/ontology/child>  ?o .    
}",[[(http://dbpedia.org/resource/Henry_Wolfe_Gummer)]],"[(http://dbpedia.org/resource/Grace_Gummer ), (http://dbpedia.org/resource/Henry_Wolfe_Gummer ), (http://dbpedia.org/resource/Mamie_Gummer )]"
100,0,Sind Laubfrösche Amphibien?,,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
ASK 
WHERE { 
        res:Hylidae dbo:class res:Amphibian . 
}",,[[(true)]],[]
101,0,Spielt Christian Bale in Velvet Goldmine mit?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK
WHERE {
        res:Velvet_Goldmine dbo:starring res:Christian_Bale .
}",,[[(true)]],[]
102,0.892307692307692,Liste alle Spiele von GMT auf.,"""Liste alle Spiele von GMT Games auf""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {	
        ?uri dbo:publisher res:GMT_Games .
}","select  ?s    
{
   ?s <http://dbpedia.org/ontology/publisher>  <http://dbpedia.org/resource/GMT_Games> .    
}","[[(http://dbpedia.org/resource/Twilight_Struggle ), (http://dbpedia.org/resource/Washington's_War ), (http://dbpedia.org/resource/Chandragupta_(board_game) ), (http://dbpedia.org/resource/Paths_of_Glory_(board_game) ), (http://dbpedia.org/resource/Fields_of_Fire_(game) ), (http://dbpedia.org/resource/Sword_of_Rome ), (http://dbpedia.org/resource/Commands_&_Colors:_Ancients )]]","[(http://dbpedia.org/resource/Twilight_Struggle ), (http://dbpedia.org/resource/Washington's_War ), (http://dbpedia.org/resource/Chandragupta_(board_game) ), (http://dbpedia.org/resource/Paths_of_Glory_(board_game) ), (http://dbpedia.org/resource/Fields_of_Fire_(game) ), (http://dbpedia.org/resource/Sword_of_Rome ), (http://dbpedia.org/resource/Commands_&_Colors:_Ancients )]"
103,0,Fließt die Isar in einen See?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
ASK
WHERE {
        ?x dbo:inflow res:Isar .
        ?x rdf:type dbo:Lake . 
}",,[[(true)]],[]
104,0.717948717948718,Welche Flughäfen fliegt Yeti Airlines an?,"""welcher Agent gr�ndete Yeti Airlines?""",SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Yeti_Airlines> <http://dbpedia.org/ontology/targetAirport> ?uri . },"select  ?o    
{
    <http://dbpedia.org/resource/Yeti_Airlines> <http://dbpedia.org/ontology/foundedBy>  ?o .    
}","[[(http://dbpedia.org/resource/Biratnagar), (http://dbpedia.org/resource/Pokhara), (http://dbpedia.org/resource/Siddharthanagar)]]",[]
105,0,Welches indische Unternehmen hat die meisten Angestellten?,,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Company> . ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/India> . ?uri <http://dbpedia.org/ontology/numberOfEmployees> ?n . } ORDER BY DESC(?n) OFFSET 0 LIMIT 1,,[[(http://dbpedia.org/resource/Bharat_Electronics)]],[]
106,0.793650793650794,Welche Farbe steht für Loyalität?,"""welcher Farbe steht fuer Welt?""",SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/connotation> <http://dbpedia.org/resource/Loyalty> . },"select  ?s    
{
   ?s <http://dbpedia.org/ontology/connotation>  <http://dbpedia.org/resource/World> .    
}",[[(http://dbpedia.org/resource/Indigo )]],[]
107,0,Welche Stadt hat die meisten Einwohner?,,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri
WHERE { 
         ?uri rdf:type dbo:City . 
         ?uri dbo:populationTotal ?pop . 
}
ORDER BY DESC(?pop)
OFFSET 0 LIMIT 1",,[[(true)]],[]
108,0.964285714285714,Wer hat Wikipedia gegründet?,"""wer hat Wikipedia gegr�ndet?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
	res:Wikipedia dbo:author ?uri .
}","select  ?o    
{
    <http://dbpedia.org/resource/Wikipedia> <http://dbpedia.org/ontology/author>  ?o .    
}","[[(http://dbpedia.org/resource/Jimmy_Wales ), (http://dbpedia.org/resource/Larry_Sanger )]]","[(http://dbpedia.org/resource/Jimmy_Wales ), (http://dbpedia.org/resource/Larry_Sanger )]"
109,0.785714285714286,Ist Rita Wilson die Frau von Tom Hanks?,"""wer ist die Frau von die Frau von Tom Hanks??""","PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
ASK 
WHERE { 
        res:Tom_Hanks dbo:spouse res:Rita_Wilson . 
}","SELECT DISTINCT ?objOfProp WHERE 
{
    ?subjOfProp <http://dbpedia.org/ontology/spouse> ?objOfProp .   <http://dbpedia.org/resource/Tom_Hanks> <http://dbpedia.org/ontology/spouse> ?subjOfProp .
}",[[(true)]],[]
110,0.719101123595506,Heißt die Frau von Präsident Obama Michelle?,"""wer ist die Frau von President of Montenegro?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
ASK 
WHERE {
        res:Barack_Obama dbo:spouse ?spouse .
        ?spouse rdfs:label ?name .
        FILTER(regex(?name,'Michelle')) 
}","select  ?o    
{
    <http://dbpedia.org/resource/President_of_Montenegro> <http://dbpedia.org/ontology/spouse>  ?o .    
}",[[(true)]],[]
111,0.725,Wieviele ethnische Gruppen leben in Slovenien?,"""Wieviel  Menschen leben in Spanien""",SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  <http://dbpedia.org/resource/Slovenia> <http://dbpedia.org/ontology/ethnicGroup> ?uri . } ,"select  ?o    
{
    <http://dbpedia.org/resource/Spain> <http://dbpedia.org/ontology/populationTotal>  ?o .    
}",[[(4 )]],"[(""46704314""^^xsd:nonNegativeInteger )]"
112,0.753623188405797,Wer ist der Präsident von Eritrea?,"""was ist die Hauptstadt von Eritrea?""",SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Eritrea> <http://dbpedia.org/ontology/leader> ?uri . <http://dbpedia.org/resource/Eritrea> <http://dbpedia.org/ontology/leaderTitle> 'President'@en . }  ,"select  ?o    
{
    <http://dbpedia.org/resource/Eritrea> <http://dbpedia.org/ontology/capital>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/City> .    
}",[[(http://dbpedia.org/resource/Isaias_Afwerki )]],[(http://dbpedia.org/resource/Asmara )]
113,0,Bei wievielen Filmen hat Stanley Kubrick Regie geführt?,,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Stanley_Kubrick> . },,"[[(http://dbpedia.org/resource/Lolita_(1962_film) ), (http://dbpedia.org/resource/The_Shining_(film) ), (http://dbpedia.org/resource/Paths_of_Glory ), (http://dbpedia.org/resource/Eyes_Wide_Shut ), (http://dbpedia.org/resource/The_Seafarers ), (http://dbpedia.org/resource/2001:_A_Space_Odyssey_(film) ), (http://dbpedia.org/resource/A_Clockwork_Orange_(film) ), (http://dbpedia.org/resource/Fear_and_Desire ), (http://dbpedia.org/resource/Barry_Lyndon ), (http://dbpedia.org/resource/Spartacus_(film) ), (http://dbpedia.org/resource/The_Killing_(film) ), (http://dbpedia.org/resource/Flying_Padre ), (http://dbpedia.org/resource/Dr._Strangelove ), (http://dbpedia.org/resource/Day_of_the_Fight ), (http://dbpedia.org/resource/Full_Metal_Jacket ), (http://dbpedia.org/resource/Killer's_Kiss )]]",[]
114,0.944444444444444,Wann wurde die Titanic fertiggestellt?,"""Wann wurde Titanic fertiggestellt?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?date
WHERE { 
        res:RMS_Titanic dbo:completionDate ?date . 
}","select  ?o    
{
    <http://dbpedia.org/resource/Titanic> <http://dbpedia.org/ontology/completionDate>  ?o .    
}","[[(""1912-04-02""^^xsd:date )]]",[]
115,0.782608695652174,Wieviele Seiten hat Krieg und Frieden?,"""wer verlegen Krieg und Frieden?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?n
WHERE {
        res:War_and_Peace dbo:numberOfPages ?n .
}","select  ?o    
{
    <http://dbpedia.org/resource/War_and_Peace> <http://dbpedia.org/ontology/publisher>  ?o .    
}","[[(""1225""^^xsd:positiveInteger )]]",[(http://dbpedia.org/resource/The_Russian_Messenger )]
116,0,Wer ist der jüngste Spieler in der Premier League?,,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { 
        ?uri dbo:team ?x . 
        ?x dbo:league res:Premier_League . 
        ?uri dbo:birthDate ?y . 
} 
ORDER BY DESC(?y) 
OFFSET 0 LIMIT 1",,[[(http://dbpedia.org/resource/Ernie_Pinkney)]],[]
117,0.916666666666667,Was ist der höchste Berg in Italien?,"""was ist das h�chste Berg in Italien?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
        ?uri rdf:type dbo:Mountain .
        ?uri dbo:locatedInArea res:Italy .
        ?uri dbo:elevation ?num .
}
ORDER BY DESC(?num)
OFFSET 0 LIMIT 1","SELECT DISTINCT ?subjOfProp WHERE 
{
 ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Mountain> . ?subjOfProp <http://dbpedia.org/ontology/locatedInArea> <http://dbpedia.org/resource/Italy> . ?subjOfProp <http://dbpedia.org/ontology/elevation> ?num . 
} ORDER BY DESC(?num) LIMIT 1",[[(http://dbpedia.org/resource/Monte_Penello)]],[(http://dbpedia.org/resource/Monte_Penello)]
118,0.806451612903226,Wie groß ist Claudia Schiffer?,"""wer ist Claudia Schiffer s Sohn?""","PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?height 
WHERE {       
        res:Claudia_Schiffer dbo:height ?height .      
}","select  ?o    
{
    <http://dbpedia.org/resource/Claudia_Schiffer> <http://dbpedia.org/ontology/child>  ?o .    
}","[[(""1.81""^^xsd:double )]]",[]
